id,Customer,State,Customer Lifetime Value,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Cient Type 
5216,JM30137,Washington,16793.97,No,Extended,College,2/9/11,Unemployed,F,0,Suburban,Single,238,29,90,1,4,Personal Auto,Personal L3,Offer2,Call Center,1142.4,Luxury Car,Large,0
5217,CJ29883,Arizona,5332.46,Yes,Basic,Doctor,2/22/11,Employed,F,68931,Urban,Married,66,32,30,0,7,Personal Auto,Personal L1,Offer2,Branch,309.58,Four-Door Car,Medsize,3
5218,LJ35581,Washington,10025.92,No,Premium,Bachelor,2/28/11,Unemployed,F,0,Suburban,Single,141,25,27,0,3,Personal Auto,Personal L3,Offer2,Agent,1015.2,SUV,Medsize,0
5219,DL11519,Oregon,6875.61,No,Basic,College,2/27/11,Unemployed,M,0,Suburban,Single,104,24,49,0,6,Special Auto,Special L2,Offer1,Branch,748.8,SUV,Medsize,1
5220,AK11719,California,2272.31,No,Basic,Master,1/24/11,Unemployed,M,0,Urban,Single,64,35,59,0,1,Corporate Auto,Corporate L3,Offer3,Agent,286.12,Four-Door Car,Medsize,1
5221,YL91288,California,8923.15,No,Basic,Master,2/2/11,Employed,F,98044,Urban,Single,73,5,53,0,2,Personal Auto,Personal L2,Offer3,Branch,347.34,Four-Door Car,Small,2
5222,XV53746,California,16484.02,No,Basic,High School or Below,2/21/11,Employed,F,91354,Suburban,Married,68,30,26,0,2,Special Auto,Special L2,Offer2,Agent,361.65,Two-Door Car,Medsize,3
5223,HU57895,Washington,6860.59,No,Basic,College,2/4/11,Unemployed,F,0,Suburban,Divorced,109,5,20,4,7,Corporate Auto,Corporate L1,Offer1,Call Center,605.14,Sports Car,Medsize,1
5224,MI95708,Arizona,12947.68,No,Premium,High School or Below,2/13/11,Retired,F,15083,Suburban,Married,115,25,14,0,2,Personal Auto,Personal L3,Offer1,Call Center,552.0,Four-Door Car,Large,1
5225,AX45422,California,13786.7,No,Basic,High School or Below,1/19/11,Unemployed,F,0,Suburban,Married,61,21,24,0,2,Personal Auto,Personal L2,Offer1,Call Center,370.76,Four-Door Car,Medsize,1
5226,KT92231,Oregon,7706.03,No,Basic,Bachelor,1/2/11,Unemployed,M,0,Suburban,Single,107,15,63,0,8,Personal Auto,Personal L1,Offer1,Agent,1267.71,Sports Car,Medsize,1
5227,BM53580,Oregon,8520.15,No,Extended,Bachelor,1/18/11,Unemployed,F,0,Rural,Divorced,80,30,96,0,2,Personal Auto,Personal L2,Offer1,Agent,69.14,Four-Door Car,Medsize,1
5228,ZB32409,California,2242.23,No,Basic,Bachelor,2/11/11,Unemployed,F,0,Suburban,Single,67,15,75,3,1,Personal Auto,Personal L1,Offer1,Agent,618.36,Four-Door Car,Medsize,1
5229,XA21742,California,27069.5,No,Extended,Bachelor,1/8/11,Employed,F,22955,Suburban,Single,92,6,23,3,2,Personal Auto,Personal L3,Offer3,Branch,441.6,Four-Door Car,Small,2
5230,RD22761,Washington,20579.69,No,Basic,Bachelor,1/16/11,Unemployed,M,0,Suburban,Single,69,5,26,0,2,Personal Auto,Personal L3,Offer3,Call Center,566.67,Four-Door Car,Medsize,1
5231,PZ10136,Oregon,2465.62,No,Basic,Master,1/17/11,Employed,M,51641,Rural,Single,63,8,80,1,1,Personal Auto,Personal L3,Offer1,Agent,137.09,Four-Door Car,Medsize,2
5232,OG62048,California,9052.95,No,Basic,Master,2/8/11,Medical Leave,F,10211,Suburban,Divorced,119,7,16,0,7,Personal Auto,Personal L2,Offer3,Branch,571.2,SUV,Medsize,1
5233,IH23596,California,2546.36,No,Basic,Bachelor,2/23/11,Unemployed,F,0,Urban,Divorced,68,13,11,0,1,Corporate Auto,Corporate L3,Offer1,Call Center,296.69,Four-Door Car,Medsize,1
5234,HE72629,Arizona,3007.39,No,Extended,Bachelor,2/10/11,Unemployed,F,0,Rural,Divorced,80,31,67,0,1,Personal Auto,Personal L3,Offer1,Branch,16.52,Two-Door Car,Large,1
5235,KW52549,Arizona,27789.69,Yes,Extended,Bachelor,1/20/11,Employed,F,33806,Urban,Divorced,89,32,59,0,2,Personal Auto,Personal L3,Offer2,Web,395.73,Four-Door Car,Medsize,3
5236,OZ82391,California,6289.01,No,Extended,Master,1/9/11,Employed,M,50269,Rural,Divorced,80,15,88,0,3,Personal Auto,Personal L1,Offer2,Call Center,32.23,Two-Door Car,Large,3
5237,HH22446,Nevada,3954.34,Yes,Basic,Bachelor,2/25/11,Disabled,M,18375,Suburban,Married,103,8,50,0,1,Personal Auto,Personal L2,Offer1,Branch,535.08,Sports Car,Large,1
5238,HW16019,Oregon,7583.19,No,Basic,Bachelor,2/8/11,Disabled,M,24133,Rural,Married,68,20,42,0,2,Personal Auto,Personal L1,Offer4,Call Center,76.03,Two-Door Car,Medsize,3
5239,IS30186,California,6186.5,No,Extended,College,1/31/11,Employed,F,88375,Rural,Divorced,77,23,11,0,3,Personal Auto,Personal L2,Offer2,Agent,0.42,Four-Door Car,Medsize,3
5240,HN45134,Arizona,5757.44,Yes,Basic,Master,1/31/11,Employed,M,88997,Rural,Divorced,72,9,71,0,3,Personal Auto,Personal L3,Offer2,Branch,174.04,Four-Door Car,Small,3
5241,XI79589,California,4473.88,No,Extended,High School or Below,2/16/11,Unemployed,F,0,Suburban,Divorced,125,2,84,0,1,Personal Auto,Personal L1,Offer1,Branch,600.0,SUV,Medsize,1
5242,LK57294,Oregon,4786.01,No,Basic,High School or Below,2/25/11,Employed,M,23402,Suburban,Married,61,29,38,0,7,Personal Auto,Personal L1,Offer4,Call Center,292.8,Four-Door Car,Medsize,3
5243,JM88889,California,12244.9,No,Premium,High School or Below,2/25/11,Employed,F,46396,Urban,Married,103,11,79,1,2,Corporate Auto,Corporate L2,Offer1,Agent,384.01,Four-Door Car,Medsize,2
5244,EZ51276,Arizona,7121.08,No,Extended,College,1/18/11,Unemployed,F,0,Suburban,Married,96,28,62,0,4,Personal Auto,Personal L1,Offer1,Agent,460.8,Four-Door Car,Medsize,1
5245,JF16295,Oregon,7547.76,No,Premium,High School or Below,2/16/11,Unemployed,F,0,Suburban,Married,102,34,37,0,3,Personal Auto,Personal L2,Offer3,Agent,489.6,Four-Door Car,Medsize,1
5246,XU76821,California,20380.07,No,Basic,College,2/3/11,Employed,F,33175,Rural,Single,66,31,76,0,2,Corporate Auto,Corporate L3,Offer3,Agent,84.52,Two-Door Car,Medsize,2
5247,KR62128,California,9011.76,No,Basic,Master,1/26/11,Employed,F,63885,Rural,Single,114,0,17,0,8,Personal Auto,Personal L3,Offer2,Agent,86.48,SUV,Medsize,3
5248,TG70775,California,20096.89,Yes,Basic,High School or Below,1/1/11,Employed,F,92766,Suburban,Married,71,17,15,0,2,Personal Auto,Personal L3,Offer2,Agent,379.03,Two-Door Car,Large,3
5249,XR75319,Arizona,4786.89,No,Basic,College,1/2/11,Employed,M,45515,Urban,Married,61,14,33,0,9,Personal Auto,Personal L3,Offer2,Call Center,236.91,Two-Door Car,Large,3
5250,QB26845,Oregon,11578.13,No,Basic,Bachelor,1/13/11,Unemployed,M,0,Suburban,Single,115,21,46,0,2,Personal Auto,Personal L3,Offer1,Agent,1163.62,SUV,Medsize,1
5251,No94161,California,2719.43,No,Basic,High School or Below,2/15/11,Employed,M,37703,Rural,Divorced,70,11,51,0,1,Corporate Auto,Corporate L1,Offer3,Agent,83.12,Two-Door Car,Medsize,3
5252,SQ87105,Oregon,4760.94,No,Basic,Bachelor,2/24/11,Unemployed,F,0,Suburban,Single,68,9,1,0,6,Corporate Auto,Corporate L3,Offer1,Web,489.6,Four-Door Car,Medsize,1
5253,XM14899,Oregon,8701.36,No,Extended,College,2/12/11,Unemployed,M,0,Suburban,Married,122,8,32,0,6,Personal Auto,Personal L3,Offer4,Agent,684.85,SUV,Medsize,1
5254,QQ51185,Nevada,2659.5,No,Basic,College,1/3/11,Employed,F,64987,Urban,Married,66,17,90,0,1,Personal Auto,Personal L3,Offer2,Web,182.93,Four-Door Car,Small,3
5255,XW51700,Arizona,5139.56,No,Basic,High School or Below,2/14/11,Employed,F,73180,Rural,Single,64,27,43,0,3,Personal Auto,Personal L3,Offer3,Call Center,132.54,Four-Door Car,Medsize,3
5256,YK60829,Oregon,20096.89,Yes,Basic,High School or Below,1/1/11,Employed,F,92766,Suburban,Married,71,17,15,0,2,Corporate Auto,Corporate L1,Offer2,Agent,379.03,Two-Door Car,Large,3
5257,FB68802,Arizona,4025.1,No,Basic,College,2/15/11,Unemployed,M,0,Suburban,Married,119,29,54,2,1,Personal Auto,Personal L3,Offer3,Agent,571.2,SUV,Small,1
5258,ON67674,California,2771.05,Yes,Basic,College,1/11/11,Employed,F,50071,Rural,Single,71,3,32,0,1,Personal Auto,Personal L2,Offer2,Agent,18.92,Two-Door Car,Medsize,3
5259,MS20849,California,6745.89,No,Extended,College,2/21/11,Employed,M,53058,Rural,Married,91,16,44,4,3,Personal Auto,Personal L2,Offer1,Agent,209.47,Four-Door Car,Medsize,2
5260,VK94354,Oregon,9259.72,No,Extended,Master,1/8/11,Unemployed,M,0,Rural,Married,127,11,86,0,3,Special Auto,Special L2,Offer1,Call Center,22.48,SUV,Small,1
5261,PZ53130,California,8467.27,No,Basic,College,1/14/11,Medical Leave,F,16370,Urban,Married,74,4,54,0,2,Personal Auto,Personal L2,Offer3,Branch,296.05,Two-Door Car,Large,1
5262,HV75704,California,22762.21,No,Basic,Bachelor,2/26/11,Employed,F,70521,Suburban,Married,63,13,26,0,2,Corporate Auto,Corporate L3,Offer1,Agent,302.4,Four-Door Car,Small,2
5263,GU18646,Oregon,9332.49,No,Extended,Bachelor,2/7/11,Employed,M,58007,Suburban,Single,81,23,71,0,2,Special Auto,Special L3,Offer1,Agent,518.35,Two-Door Car,Small,2
5264,LI77073,Oregon,7100.33,No,Premium,College,2/6/11,Employed,M,31670,Suburban,Married,179,33,3,0,1,Corporate Auto,Corporate L3,Offer3,Agent,1288.8,Sports Car,Large,0
5265,FW43809,Oregon,8007.4,Yes,Basic,High School or Below,1/2/11,Unemployed,F,0,Suburban,Divorced,112,12,93,0,3,Personal Auto,Personal L2,Offer1,Web,537.6,Sports Car,Medsize,1
5266,WC11515,Arizona,19512.0,No,Basic,Bachelor,1/16/11,Unemployed,F,0,Suburban,Single,70,28,26,0,2,Corporate Auto,Corporate L3,Offer2,Web,491.11,Four-Door Car,Medsize,1
5267,ZT52415,Oregon,8145.99,No,Basic,Bachelor,1/1/11,Employed,F,62534,Suburban,Married,68,10,1,0,2,Personal Auto,Personal L1,Offer2,Branch,326.4,Two-Door Car,Medsize,3
5268,PH83205,Oregon,2810.46,Yes,Basic,Bachelor,2/27/11,Employed,M,26790,Suburban,Married,71,4,41,0,1,Corporate Auto,Corporate L3,Offer2,Agent,340.8,Two-Door Car,Medsize,3
5269,GI46001,California,6846.15,Yes,Extended,Bachelor,1/27/11,Unemployed,F,0,Suburban,Divorced,95,13,20,0,5,Personal Auto,Personal L3,Offer1,Call Center,456.0,Two-Door Car,Large,1
5270,DY27653,Oregon,3755.81,No,Extended,High School or Below,1/4/11,Employed,F,56178,Suburban,Married,94,1,39,0,1,Personal Auto,Personal L3,Offer2,Branch,451.2,Four-Door Car,Medsize,3
5271,GB70718,Arizona,2393.04,No,Basic,High School or Below,1/23/11,Medical Leave,F,28646,Suburban,Married,61,11,50,0,1,Personal Auto,Personal L1,Offer2,Web,355.03,Four-Door Car,Small,3
5272,YE12395,Oregon,40636.67,No,Extended,High School or Below,1/15/11,Employed,M,31267,Suburban,Married,129,4,45,0,2,Personal Auto,Personal L2,Offer4,Web,619.2,Sports Car,Large,0
5273,MA94219,Nevada,9067.66,No,Premium,College,1/5/11,Employed,M,78250,Suburban,Married,114,7,66,0,6,Personal Auto,Personal L3,Offer2,Branch,547.2,Four-Door Car,Medsize,3
5274,FJ28407,California,5619.69,Yes,Premium,High School or Below,1/26/11,Unemployed,M,0,Suburban,Married,153,25,5,0,1,Personal Auto,Personal L1,Offer2,Web,1027.0,SUV,Medsize,0
5275,CJ72056,California,8013.9,No,Basic,Bachelor,1/17/11,Employed,M,65636,Suburban,Married,67,15,72,0,2,Personal Auto,Personal L2,Offer2,Call Center,321.6,Four-Door Car,Medsize,3
5276,QU52713,California,4089.04,No,Basic,Bachelor,2/6/11,Employed,M,43177,Urban,Married,103,34,74,0,1,Corporate Auto,Corporate L3,Offer2,Agent,420.97,SUV,Medsize,3
5277,FE20514,Oregon,5065.49,No,Basic,College,1/16/11,Employed,M,26733,Urban,Single,66,7,55,0,5,Personal Auto,Personal L1,Offer2,Web,218.72,Four-Door Car,Medsize,3
5278,RY43586,Oregon,8372.85,No,Basic,Master,1/12/11,Disabled,F,12590,Rural,Married,73,22,1,0,2,Personal Auto,Personal L3,Offer1,Agent,132.5,Two-Door Car,Medsize,2
5279,SK66747,Washington,66025.75,No,Basic,Bachelor,2/22/11,Employed,M,33481,Suburban,Single,188,28,46,0,2,Personal Auto,Personal L3,Offer1,Agent,1194.89,Luxury SUV,Medsize,0
5280,SC31713,California,8175.32,No,Extended,College,1/31/11,Unemployed,F,0,Suburban,Single,80,25,80,0,2,Personal Auto,Personal L3,Offer1,Agent,384.0,Four-Door Car,Medsize,1
5281,TH72420,Oregon,8720.46,No,Basic,Doctor,1/5/11,Employed,M,25752,Suburban,Married,73,28,85,0,2,Personal Auto,Personal L3,Offer4,Agent,378.26,Two-Door Car,Small,3
5282,FD75102,California,3237.5,No,Extended,College,1/29/11,Disabled,F,27982,Rural,Divorced,87,15,74,0,1,Personal Auto,Personal L3,Offer4,Call Center,14.74,Two-Door Car,Medsize,3
5283,LW75453,California,5354.61,No,Basic,Bachelor,1/12/11,Employed,M,29445,Suburban,Married,68,0,31,0,9,Personal Auto,Personal L3,Offer3,Call Center,334.02,Four-Door Car,Medsize,2
5284,BS96517,Washington,2375.0,No,Basic,College,2/5/11,Employed,F,47455,Urban,Single,61,1,61,0,1,Personal Auto,Personal L1,Offer1,Agent,278.8,Four-Door Car,Medsize,2
5285,SO55284,Nevada,8646.5,Yes,Basic,High School or Below,1/2/11,Employed,F,64125,Urban,Married,108,3,44,0,3,Personal Auto,Personal L1,Offer2,Branch,369.82,SUV,Large,3
5286,SD83603,Oregon,6672.13,No,Extended,College,2/13/11,Employed,F,56830,Urban,Married,83,6,27,0,9,Personal Auto,Personal L1,Offer2,Agent,319.8,Two-Door Car,Medsize,3
5287,JQ68425,California,12919.42,No,Basic,College,1/23/11,Employed,M,58236,Rural,Married,108,22,92,0,2,Corporate Auto,Corporate L2,Offer1,Agent,67.25,SUV,Small,2
5288,VM51572,Washington,7385.36,No,Basic,Bachelor,2/23/11,Employed,M,54289,Suburban,Married,62,32,13,0,2,Personal Auto,Personal L2,Offer2,Call Center,430.09,Four-Door Car,Medsize,3
5289,JH58282,California,7200.66,Yes,Basic,College,1/26/11,Unemployed,F,0,Suburban,Married,66,16,77,0,2,Personal Auto,Personal L3,Offer2,Agent,316.8,Four-Door Car,Medsize,1
5290,WP23743,California,7281.72,No,Extended,College,2/7/11,Employed,M,47482,Suburban,Married,93,19,45,0,3,Corporate Auto,Corporate L1,Offer2,Branch,594.18,Four-Door Car,Small,3
5291,DS47984,Arizona,3238.0,Yes,Extended,Master,1/16/11,Employed,M,60244,Urban,Married,83,3,72,3,1,Personal Auto,Personal L1,Offer3,Agent,326.28,Four-Door Car,Medsize,2
5292,UV52613,Arizona,2722.99,No,Basic,College,2/3/11,Disabled,M,20867,Suburban,Married,71,0,79,0,1,Personal Auto,Personal L3,Offer4,Agent,340.8,Four-Door Car,Medsize,3
5293,XM96138,California,11277.72,No,Extended,Master,2/1/11,Employed,M,98138,Urban,Married,93,30,10,1,2,Personal Auto,Personal L1,Offer3,Agent,427.53,Four-Door Car,Medsize,2
5294,HF95739,California,8555.89,No,Extended,High School or Below,1/29/11,Unemployed,M,0,Suburban,Single,81,6,49,0,2,Personal Auto,Personal L3,Offer2,Call Center,583.2,Four-Door Car,Medsize,1
5295,HG81101,Washington,2911.92,No,Basic,Bachelor,1/11/11,Employed,F,20327,Suburban,Married,74,26,44,0,1,Personal Auto,Personal L1,Offer3,Web,824.25,Four-Door Car,Medsize,1
5296,VN27419,Oregon,10083.49,Yes,Extended,High School or Below,2/19/11,Retired,F,11828,Suburban,Divorced,90,18,84,0,2,Personal Auto,Personal L2,Offer1,Agent,571.48,Four-Door Car,Large,1
5297,VZ59523,Arizona,5704.98,No,Basic,Doctor,1/21/11,Employed,M,50695,Rural,Married,71,31,30,0,5,Personal Auto,Personal L3,Offer1,Call Center,110.57,Two-Door Car,Large,2
5298,UF91715,Nevada,7664.81,No,Premium,High School or Below,1/22/11,Unemployed,M,0,Suburban,Single,107,14,90,0,3,Personal Auto,Personal L3,Offer1,Agent,770.4,Four-Door Car,Medsize,1
5299,JV13438,Oregon,4909.03,No,Basic,High School or Below,1/24/11,Employed,M,98693,Suburban,Married,61,7,57,0,3,Personal Auto,Personal L2,Offer2,Agent,292.8,Four-Door Car,Small,3
5300,MN82687,Oregon,5470.06,Yes,Extended,Bachelor,2/17/11,Employed,F,54507,Suburban,Married,138,20,11,0,1,Personal Auto,Personal L3,Offer2,Agent,702.99,SUV,Medsize,3
5301,MR50410,Nevada,5067.0,No,Extended,College,2/24/11,Employed,M,89703,Urban,Married,126,6,54,0,1,Personal Auto,Personal L1,Offer4,Branch,601.98,SUV,Medsize,3
5302,DT53270,Washington,4896.27,No,Basic,College,1/7/11,Unemployed,F,0,Suburban,Single,71,9,6,0,3,Personal Auto,Personal L3,Offer2,Agent,421.15,Four-Door Car,Large,1
5303,DA79098,California,4572.04,No,Basic,Bachelor,1/19/11,Unemployed,M,0,Suburban,Married,67,19,82,1,3,Personal Auto,Personal L2,Offer1,Agent,357.15,Two-Door Car,Small,1
5304,FY86121,Oregon,8237.38,No,Basic,College,1/8/11,Employed,M,70882,Rural,Married,69,20,50,0,2,Personal Auto,Personal L3,Offer1,Agent,124.38,Four-Door Car,Medsize,2
5305,AA69265,Nevada,3964.73,No,Premium,Bachelor,1/17/11,Employed,F,60817,Suburban,Single,103,3,79,1,1,Personal Auto,Personal L2,Offer2,Web,494.4,Four-Door Car,Medsize,3
5306,ZT86224,Nevada,10901.23,No,Extended,Bachelor,2/4/11,Employed,M,72257,Urban,Divorced,90,28,61,0,2,Personal Auto,Personal L3,Offer3,Branch,408.42,Four-Door Car,Medsize,2
5307,GW89148,California,16304.3,No,Extended,Doctor,1/16/11,Employed,M,90008,Urban,Single,137,13,3,0,2,Personal Auto,Personal L3,Offer2,Web,406.99,SUV,Medsize,3
5308,EJ97834,Nevada,2619.48,No,Basic,High School or Below,1/15/11,Employed,F,93987,Urban,Single,65,9,1,0,1,Personal Auto,Personal L2,Offer2,Branch,251.32,Two-Door Car,Medsize,3
5309,VM66678,Oregon,14024.36,Yes,Premium,High School or Below,2/19/11,Employed,F,81872,Rural,Married,115,10,55,0,2,Personal Auto,Personal L2,Offer2,Web,256.44,Four-Door Car,Medsize,3
5310,OY34553,Nevada,24320.64,No,Basic,Bachelor,1/2/11,Employed,F,60221,Urban,Married,67,3,17,0,2,Personal Auto,Personal L1,Offer3,Agent,238.56,Four-Door Car,Medsize,2
5311,JL49772,Arizona,24249.34,No,Basic,Bachelor,2/6/11,Employed,F,33651,Urban,Married,69,21,37,1,2,Personal Auto,Personal L2,Offer1,Call Center,328.65,Four-Door Car,Medsize,2
5312,ZO44848,California,20864.31,No,Basic,College,1/7/11,Unemployed,F,0,Urban,Married,61,22,94,0,2,Special Auto,Special L3,Offer1,Branch,216.09,Four-Door Car,Medsize,1
5313,TW66679,Oregon,8823.85,No,Basic,High School or Below,2/8/11,Employed,M,75741,Rural,Married,109,31,59,0,7,Corporate Auto,Corporate L3,Offer3,Agent,217.19,SUV,Small,2
5314,RP98585,Arizona,7610.2,No,Extended,Master,1/27/11,Employed,M,38086,Urban,Married,96,17,10,0,7,Personal Auto,Personal L3,Offer4,Agent,243.24,Two-Door Car,Medsize,3
5315,XK83294,California,7486.17,No,Basic,High School or Below,1/27/11,Employed,F,38725,Suburban,Single,64,12,58,0,2,Corporate Auto,Corporate L1,Offer1,Agent,307.2,Two-Door Car,Medsize,2
5316,VZ43707,Nevada,8763.45,No,Extended,High School or Below,1/2/11,Disabled,M,20132,Suburban,Divorced,86,5,61,3,2,Corporate Auto,Corporate L3,Offer1,Branch,412.8,Four-Door Car,Small,1
5317,RO89767,Arizona,27386.15,No,Basic,Master,2/12/11,Unemployed,M,0,Urban,Married,105,0,47,0,2,Personal Auto,Personal L1,Offer3,Agent,451.14,Sports Car,Medsize,1
5318,UN49741,Oregon,11121.62,No,Basic,High School or Below,2/17/11,Employed,M,44299,Suburban,Divorced,106,25,76,5,2,Personal Auto,Personal L1,Offer1,Call Center,754.26,SUV,Medsize,2
5319,SY46862,Arizona,5657.69,No,Extended,High School or Below,2/20/11,Employed,M,98917,Rural,Married,139,18,21,0,1,Corporate Auto,Corporate L1,Offer1,Agent,336.61,Sports Car,Medsize,2
5320,ZY60545,California,18938.54,No,Basic,College,1/10/11,Employed,F,91535,Rural,Married,67,35,13,1,2,Personal Auto,Personal L3,Offer1,Agent,126.63,Four-Door Car,Large,2
5321,WP62115,Washington,13865.83,No,Basic,College,2/20/11,Employed,F,53484,Urban,Divorced,70,12,12,0,2,Corporate Auto,Corporate L3,Offer1,Branch,333.05,Two-Door Car,Medsize,2
5322,NK16909,Oregon,8188.92,No,Basic,Doctor,1/8/11,Employed,M,45318,Suburban,Married,103,17,27,0,8,Personal Auto,Personal L2,Offer2,Call Center,494.4,SUV,Large,3
5323,BQ41371,Oregon,5626.53,No,Basic,Bachelor,1/18/11,Employed,F,46897,Suburban,Married,70,16,47,0,3,Personal Auto,Personal L2,Offer4,Branch,344.38,Four-Door Car,Small,3
5324,QF29828,Arizona,3208.92,No,Extended,Master,2/8/11,Employed,F,40135,Rural,Married,80,29,70,0,1,Personal Auto,Personal L2,Offer1,Agent,78.01,Four-Door Car,Medsize,2
5325,LP59331,Arizona,5282.54,No,Basic,College,2/26/11,Employed,M,38606,Suburban,Single,68,16,99,0,3,Personal Auto,Personal L3,Offer1,Branch,413.29,Four-Door Car,Medsize,2
5326,NJ46471,Oregon,8696.71,No,Basic,Bachelor,1/4/11,Employed,F,56550,Rural,Married,73,22,41,3,2,Corporate Auto,Corporate L1,Offer3,Agent,162.78,Four-Door Car,Medsize,2
5327,KX53892,Oregon,5259.44,No,Basic,College,1/6/11,Employed,F,61146,Urban,Married,65,7,68,0,6,Personal Auto,Personal L3,Offer2,Branch,273.02,Four-Door Car,Medsize,3
5328,YP37291,Nevada,7854.77,No,Basic,High School or Below,2/5/11,Employed,M,36409,Suburban,Married,66,26,33,0,2,Personal Auto,Personal L3,Offer1,Branch,316.8,Four-Door Car,Small,2
5329,RX93631,Arizona,6438.97,No,Extended,Bachelor,2/20/11,Employed,F,90035,Rural,Married,80,28,38,0,3,Personal Auto,Personal L3,Offer2,Call Center,141.63,Four-Door Car,Medsize,3
5330,GS26763,California,11633.58,No,Extended,Bachelor,2/21/11,Employed,F,39669,Suburban,Married,98,13,63,0,2,Personal Auto,Personal L3,Offer2,Agent,492.94,Two-Door Car,Small,3
5331,SK74843,Arizona,2442.42,No,Basic,Master,2/10/11,Employed,F,57963,Rural,Divorced,61,11,63,0,1,Personal Auto,Personal L3,Offer2,Web,42.16,Four-Door Car,Medsize,3
5332,AG47947,Washington,14024.36,Yes,Premium,High School or Below,2/19/11,Employed,F,81872,Rural,Married,115,10,55,0,2,Personal Auto,Personal L3,Offer2,Web,256.44,Four-Door Car,Medsize,3
5333,LQ23049,California,2491.26,Yes,Basic,High School or Below,2/12/11,Medical Leave,F,25965,Suburban,Divorced,65,23,27,0,1,Personal Auto,Personal L3,Offer1,Agent,329.21,Four-Door Car,Medsize,1
5334,VF10088,Arizona,3410.2,No,Extended,High School or Below,1/11/11,Employed,F,59662,Rural,Married,85,6,76,0,1,Personal Auto,Personal L1,Offer2,Web,10.17,Four-Door Car,Medsize,3
5335,OJ65428,Nevada,3842.03,No,Premium,College,1/19/11,Disabled,M,27906,Suburban,Divorced,102,5,57,0,1,Personal Auto,Personal L3,Offer2,Call Center,489.6,Four-Door Car,Medsize,1
5336,ZF48094,Oregon,3339.85,No,Extended,High School or Below,1/31/11,Employed,F,51032,Urban,Married,83,5,56,0,1,Personal Auto,Personal L1,Offer4,Web,349.95,Four-Door Car,Medsize,3
5337,TN56613,Arizona,5358.27,No,Extended,Bachelor,1/23/11,Employed,F,83771,Urban,Married,133,26,18,0,1,Personal Auto,Personal L3,Offer4,Web,482.33,Sports Car,Medsize,3
5338,IA33339,Oregon,9268.67,No,Basic,Bachelor,2/13/11,Employed,F,57052,Urban,Married,115,7,56,1,4,Corporate Auto,Corporate L3,Offer3,Agent,483.63,SUV,Medsize,2
5339,UB28078,California,4200.37,No,Premium,Master,2/11/11,Employed,M,51510,Suburban,Divorced,106,11,17,0,1,Personal Auto,Personal L2,Offer2,Branch,688.55,Four-Door Car,Medsize,3
5340,ZK60855,Oregon,4829.57,No,Basic,College,1/25/11,Employed,F,34819,Urban,Married,61,0,31,0,6,Corporate Auto,Corporate L2,Offer1,Agent,185.9,Four-Door Car,Medsize,2
